www,ANZSIC06_2Digit,Subdivision descriptor,ANZSIC06,Description
petdogschool.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
petlodge.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
petmarketgrooming.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
puresante.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
qualitycvs.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
resolutionretreats.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
robynatkins.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
shandongolf.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
sleepharmony.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
Spillthatbean.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
springgrovepets.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
stellarruncoaching.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
Step-familydynamics.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
swiftresults.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
tewhenalimited.wixsite.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
the-apothecary.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
thebetterbase.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
thecoachingclinic.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
thedogpark.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
theessence.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
thelionpit.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
themacphersondiaries.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
thepiercingsuite.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
thesweatlife.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
trendez.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
wanganuipetmotel.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
weddings.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
whiteheartweddings.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.120legacy.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.1moreround.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.360degreefitness.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.4pawscatmotel.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.abrasiveconcepts.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.absolution.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.acatsworld.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
Www.activeu.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.adaptedyogaandpilates.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.adorn.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.agtcoaching.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.alameda.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.alamoanamotel.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.alexapaige.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.allactive.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.allbreeds.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.allseasonspetresort.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.allshearmagicgrooming.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.alrona.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.alwaysfit.app,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.animalsupplies.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.annasquelch.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.appycat.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.arterotattoo.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.astrology-house.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.asyou.org,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.atriumonelliott.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.auberneekennels.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.avocacats.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.awahuricatmotel.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.azzarokennels.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.babysittersclub.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.balanceddog.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.barkleymanor.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.barndale.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.bassbass.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
Www.baxhealth.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.bayhealth.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.baynaturopath.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.bayswatercattery.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
Www.becomeacreativegiant.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.beinghu-man.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.bestlife.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.beyondfitness.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.bigbrownpaws.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.billiejeanlaing.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.bimlers.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.body-fit.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.bodylight.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.borntoroar.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.boutiquecattery.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.boutiquedoggrooming.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.bravelycoaching.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.brilin.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.brookbylodge.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.brookdale.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.brookeneal.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.buildabody.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.bulletproofindustries.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.buttercat.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.calibrate.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.cambridgecattery.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.caninebathhaus.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.cat-habitat.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.catsablanca.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.catsinclover.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.cats-n-clover.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.cattery.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.catz.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.ce.gen.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.champs.fitness,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.charlieandcophotography.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.chesterhopekennels.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.chloemoirnutrition.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.christchurch.ywca.org.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.christchurchgolf.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.clearthinkingcoaching.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.clubmeow.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.clyde.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.coachedbywomennz.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.coachingbyapril.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.coachmomentum.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.coolclips.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.countrybarkandbath.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.countryfitness.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.countryretreat.kiwi,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.courageandconfidence.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.cre8ingbalance.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.creativespirit.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.creaturecomfortsnz.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.crittercreek.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.crossfiteasttamaki.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.crossfitkiamaia.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.crossfitmecca.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.crossfitrotorua.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.crossfitwhanganui.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.crossovercoachnz.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.dappadogs.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.dargavilleboardingkennels.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.deb-bailey.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.delorainecattery.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.dentresekennels.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.diveotago.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.divinesuccess.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.djsforhire.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.dogbox.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.doggiesandmoggies.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
Www.doghq.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.dogsbydesign.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.dogsrus.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.dogworkz.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.donquest.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.dreamhandstattoo.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.emergingyou.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.everydaystrong.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.eyrewellpark.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.facebook.com/K9-Cribs-Invercargill-558244830868659,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.fancypaws.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.feathertouch.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.femmefinance.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.ffs.org.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.fimodderman.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.findingfocus.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.fitenergy.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.fitfixnz.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.fitforce.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.fitforlifenz.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.fitnessmove.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.flashcity.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.flaxrootstattoo.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.flippingthenarrative.wordpress.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.formfitness.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.fourfootlodge.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.functional.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.functionalstrength.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.furfriends.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.furrybabies.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.fuschia.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.futurefitnow.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.gemmarose.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.genealogynp.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.gillarna.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.gooddogtraining.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.goodwoodkennelsandcattery.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.grangespa.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.groovygroomers.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.handlewithcare.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.happycat.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.happydog.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.harrishillton.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.headwaycoaching.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.heartbrainworks.org,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.holistictoothfairy.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.holisticwellness.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.home2grow.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.homelands.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.hotspot.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.houndlounge.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.housesitters.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.illusiontattoo.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.imaginal.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.imagowellness.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.inkandanchor.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.inkstitution.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.innerlightened.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.inspirebelief.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.jacarandacountrylodge.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.jcn.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.jennamareehitchcock.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.jessicadawson.net,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.johngray.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.jollydogs.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.josefrakichfitness.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.k9countryclub.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.k9heaven.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.kapitiboutiquecattery.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.kapitikennels.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.keenonpiercing.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.kennel.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.kennels.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.keynutrition.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.kima.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.kimmyscatsandk9s.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.kiwikiss.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.knotted.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.koolk9.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.kylieholmes.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.lashnoirink.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.leatonperformance.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.lefthandpath.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.le-stitch-it.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.lifecoachingwithfariya.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.lifecoachlilysha.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.lifefit.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.lifepotentialnz.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.lisacameron.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.lisamatson.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.livingarttattoos.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.livingpilates.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.lizzysdoggrooming.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.lushpuppies.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.mahiperformance.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.manaaki.fitness,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.manaialifecoaching.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.martz.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.masteracademy.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.may15tattoo.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.meagain.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.meditation.org.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.menagerie.net.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.menofsteel.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.michaelalloyd.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.michellekasey.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.millrdcattery.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.mobilitydogs.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.mybodyworkspilatesandfitness.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.mycelebrantapp.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.mystic.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.nativehealingherbals.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.nativestattoo.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.naturalhealthchemist.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.navigatingworlds.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.newsteadlodge.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.ninjaflower.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.nose2tail.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.nourishedforgrowth.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.nurtureme.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.nzihf.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.nzsquash.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.oceaniacoaching.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.odysseysc.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.oeeducation.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.otautahitattoo.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.outdoorfitness.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.padzandpawz.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.pamperedpaws.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.paradigmslifecoachauckland.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.pawprintsdogrooming.webs.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.pawsinthecity.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.pawsitivebehaviours.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.peakforlife.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.peakstrength.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.pennyelliott.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.pennypawspetcare.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.penzance.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.pethavenkennels.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.petmotel.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.petsbydesign.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.petshaven.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.petsinthecity.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.petstay.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.pettransport.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.petwalks.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.petwatch.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.pilatesnelson.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.plantphysique.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.pointsettaboardingkennels.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.poopeddogs.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.popularpets.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.porse.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.positivepathways.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.prekure.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.projectnanny.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.pukatowipackandpride.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.pulse4pt.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.pureandsimplenutrition.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.puremovement.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.purr-fect.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.purrfectcattery.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.purrville.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.qualifiedpet.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.qualnz.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.raorstudio.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.redefined.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.reefsports.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.reformpilates.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.revitupfitness.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.rossanneclay.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.rotoruaheritagefarm.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.rushcroftcattery.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.ryding2health.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.sacredtattooshop.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.santoshahealthcoaching.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.sarellekennels.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.scandi.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.schoolofconversation.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.secondselfgenesis.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.shadowestate.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.shapeshifterpt.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.showdogsnz.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.simmondsbrothers.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.simonedennywellness.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.smartroadcattery.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.smilingdragon.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.snuggleinn.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.spacifikink.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.sparklefitness.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.speakingmadeeasy.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.spiritedleadership.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.spiritualdecisions.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.squashauckland.org.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.steffiaugust.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.stephpearce.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.stepshift.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.stepup2train.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.stevebutchertattoos.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.stonebrooke.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.studio41.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.studioglow.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.studiopersonaltraining.com,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.studiorubix.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
www.suburbanfitness.co.nz,95,Personal and Other Services,9539,Other Personal Services n.e.c.
